term	reading	meaning	detail	example	exampleMeaning	partOfSpeech
安全基準推進	あんぜんきじゅんすいしん	안전 기준 추진	안전 기준을 추진하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準推進の結果を共有した。	회의에서는 안전 기준 추진 결과를 공유했다.	복합명사
安全基準改善	あんぜんきじゅんかいぜん	안전 기준 개선	안전 기준을 개선하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準改善の結果を共有した。	회의에서는 안전 기준 개선 결과를 공유했다.	복합명사
安全基準改定	あんぜんきじゅんかいてい	안전 기준 개정	안전 기준을 개정하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準改定の結果を共有した。	회의에서는 안전 기준 개정 결과를 공유했다.	복합명사
安全基準数値化	あんぜんきじゅんすうちか	안전 기준 수치화	안전 기준을 수치화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準数値化の結果を共有した。	회의에서는 안전 기준 수치화 결과를 공유했다.	복합명사
安全基準整理	あんぜんきじゅんせいり	안전 기준 정리	안전 기준을 정리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準整理の結果を共有した。	회의에서는 안전 기준 정리 결과를 공유했다.	복합명사
安全基準明確化	あんぜんきじゅんめいかくか	안전 기준 명확화	안전 기준을 명확히 하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準明確化の結果を共有した。	회의에서는 안전 기준 명확화 결과를 공유했다.	복합명사
安全基準最適化	あんぜんきじゅんさいてきか	안전 기준 최적화	안전 기준을 최적화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準最適化の結果を共有した。	회의에서는 안전 기준 최적화 결과를 공유했다.	복합명사
安全基準検討	あんぜんきじゅんけんとう	안전 기준 검토	안전 기준을 검토하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準検討の結果を共有した。	회의에서는 안전 기준 검토 결과를 공유했다.	복합명사
安全基準検証	あんぜんきじゅんけんしょう	안전 기준 검증	안전 기준을 검증하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準検証の結果を共有した。	회의에서는 안전 기준 검증 결과를 공유했다.	복합명사
安全基準構築	あんぜんきじゅんこうちく	안전 기준 구축	안전 기준을 구축하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準構築の結果を共有した。	회의에서는 안전 기준 구축 결과를 공유했다.	복합명사
安全基準標準化	あんぜんきじゅんひょうじゅんか	안전 기준 표준화	안전 기준을 표준화하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準標準化の結果を共有した。	회의에서는 안전 기준 표준화 결과를 공유했다.	복합명사
安全基準比較	あんぜんきじゅんひかく	안전 기준 비교	안전 기준을 비교하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準比較の結果を共有した。	회의에서는 안전 기준 비교 결과를 공유했다.	복합명사
安全基準活用	あんぜんきじゅんかつよう	안전 기준 활용	안전 기준을 활용하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準活用の結果を共有した。	회의에서는 안전 기준 활용 결과를 공유했다.	복합명사
安全基準監視	あんぜんきじゅんかんし	안전 기준 감시	안전 기준을 감시하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準監視の結果を共有した。	회의에서는 안전 기준 감시 결과를 공유했다.	복합명사
安全基準確認	あんぜんきじゅんかくにん	안전 기준 확인	안전 기준을 확인하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準確認の結果を共有した。	회의에서는 안전 기준 확인 결과를 공유했다.	복합명사
安全基準管理	あんぜんきじゅんかんり	안전 기준 관리	안전 기준을 관리하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準管理の結果を共有した。	회의에서는 안전 기준 관리 결과를 공유했다.	복합명사
安全基準維持	あんぜんきじゅんいじ	안전 기준 유지	안전 기준을 유지하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準維持の結果を共有した。	회의에서는 안전 기준 유지 결과를 공유했다.	복합명사
安全基準縮小	あんぜんきじゅんしゅくしょう	안전 기준 축소	안전 기준을 축소하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準縮小の結果を共有した。	회의에서는 안전 기준 축소 결과를 공유했다.	복합명사
安全基準解釈	あんぜんきじゅんかいしゃく	안전 기준 해석	안전 기준을 해석하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準解釈の結果を共有した。	회의에서는 안전 기준 해석 결과를 공유했다.	복합명사
安全基準記録	あんぜんきじゅんきろく	안전 기준 기록	안전 기준을 기록하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準記録の結果を共有した。	회의에서는 안전 기준 기록 결과를 공유했다.	복합명사
安全基準設計	あんぜんきじゅんせっけい	안전 기준 설계	안전 기준을 설계하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準設計の結果を共有した。	회의에서는 안전 기준 설계 결과를 공유했다.	복합명사
安全基準評価	あんぜんきじゅんひょうか	안전 기준 평가	안전 기준을 평가하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準評価の結果を共有した。	회의에서는 안전 기준 평가 결과를 공유했다.	복합명사
安全基準調整	あんぜんきじゅんちょうせい	안전 기준 조정	안전 기준을 조정하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準調整の結果を共有した。	회의에서는 안전 기준 조정 결과를 공유했다.	복합명사
安全基準運用	あんぜんきじゅんうんよう	안전 기준 운용	안전 기준을 운용하는 과정이나 결과를 가리키는 한자 복합 명사입니다.	会議では安全基準運用の結果を共有した。	회의에서는 안전 기준 운용 결과를 공유했다.	복합명사
安全性を予測する	あんぜんせいをよそくする	안전성을 예측하다	안전성을 예측한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を予測した。	담당자는 회의에서 안전성을 예측했다.	동사구
安全性を体系化する	あんぜんせいをたいけいかする	안전성을 체계화하다	안전성을 체계화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を体系化した。	담당자는 회의에서 안전성을 체계화했다.	동사구
安全性を共有する	あんぜんせいをきょうゆうする	안전성을 공유하다	안전성을 공유한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を共有した。	담당자는 회의에서 안전성을 공유했다.	동사구
安全性を具体化する	あんぜんせいをぐたいかする	안전성을 구체화하다	안전성을 구체화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を具体化した。	담당자는 회의에서 안전성을 구체화했다.	동사구
安全性を分析する	あんぜんせいをぶんせきする	안전성을 분석하다	안전성을 분석한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を分析した。	담당자는 회의에서 안전성을 분석했다.	동사구
安全性を分類する	あんぜんせいをぶんるいする	안전성을 분류하다	안전성을 분류한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を分類した。	담당자는 회의에서 안전성을 분류했다.	동사구
安全性を可視化する	あんぜんせいをかしかする	안전성을 시각화하다	안전성을 시각화한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を可視化した。	담당자는 회의에서 안전성을 시각화했다.	동사구
安全性を把握する	あんぜんせいをはあくする	안전성을 파악하다	안전성을 파악한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を把握した。	담당자는 회의에서 안전성을 파악했다.	동사구
安全性を抑制する	あんぜんせいをよくせいする	안전성을 억제하다	안전성을 억제한다는 뜻의 한자 기반 동사구입니다. 업무, 연구, 정책, 기술 문맥에서 폭넓게 쓰일 수 있습니다.	担当者は会議で安全性を抑制した。	담당자는 회의에서 안전성을 억제했다.	동사구
